State,Account_Length,Area_Code,Intl_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,Intl_Calls,Intl_Charge,CustServ_Calls,Latitude,Longitude,Name,Churn
OR,12,415,0,0,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2,43.804133,-120.554201,Oregon,0
PA,129,510,0,1,32,211.0,99,35.87,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08,1,41.203322,-77.194525,Pennsylvania,0
LA,155,408,0,1,39,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38,1,31.244823,-92.145024,Louisiana,0
KY,80,415,0,0,0,220.0,114,37.4,207.7,76,17.65,168.4,137,7.58,12.1,3,3.27,2,37.839333,-84.27001800000002,Kentucky,0
MT,169,415,0,0,0,100.8,112,17.14,230.0,69,19.55,193.6,95,8.71,9.5,2,2.57,0,46.879682,-110.362566,Montana,0
AR,116,415,0,1,23,253.0,78,43.01,138.9,121,11.81,277.8,104,12.5,11.8,3,3.19,2,35.20105,-91.831833,Arkansas,0
MT,33,510,0,1,35,161.9,85,27.52,151.2,82,12.85,191.0,131,8.59,8.5,2,2.3,1,46.879682,-110.362566,Montana,0
AK,173,510,0,0,0,172.5,78,29.33,142.6,91,12.12,102.0,63,4.59,10.9,2,2.94,0,63.588753,-154.493062,Alaska,0
NY,21,415,0,0,0,244.7,81,41.6,168.0,117,14.28,281.5,87,12.67,6.6,1,1.78,1,43.299428000000006,-74.217933,New York,0
MA,39,408,0,0,0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,42.407211,-71.382437,Massachusetts,0
IN,36,415,0,0,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,40.551217,-85.602364,Indiana,0
MI,133,408,0,0,0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2,44.314844,-85.602364,Michigan,1
WA,51,408,0,0,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,47.751074,-120.740139,Washington,0
LA,106,408,0,0,0,220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,8.7,5,2.35,1,31.244823,-92.145024,Louisiana,0
RI,70,415,0,0,0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3,41.580095,-71.477429,Rhode Island,0
KS,143,408,0,1,24,186.6,69,31.72,222.0,116,18.87,234.9,138,10.57,11.6,5,3.13,1,39.011902,-98.484246,Kansas,0
NJ,59,510,1,1,31,225.0,78,38.25,191.3,79,16.26,226.7,79,10.2,9.1,3,2.46,1,40.058324,-74.405661,New Jersey,0
NC,64,408,0,1,19,180.1,106,30.62,127.5,92,10.84,237.4,118,10.68,7.5,3,2.03,0,35.759573,-79.0193,North Carolina,0
WV,48,408,0,0,0,275.2,67,46.78,180.2,108,15.32,159.0,110,7.15,7.9,2,2.13,1,38.597626,-80.454903,West Virginia,0
TX,97,510,0,0,0,144.2,91,24.51,226.7,137,19.27,144.6,72,6.51,13.8,4,3.73,3,31.968599,-99.901813,Texas,0
DE,106,415,0,0,0,128.6,83,21.86,134.0,114,11.39,210.6,113,9.48,11.4,2,3.08,0,38.910832,-75.52767,Delaware,0
MO,132,408,0,0,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,37.964253,-91.831833,Missouri,0
MN,179,415,0,0,0,170.7,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1,46.729553,-94.6859,Minnesota,0
CT,99,408,0,0,0,95.4,105,16.22,207.2,101,17.61,136.0,117,6.12,5.6,5,1.51,1,41.60322100000001,-73.087749,Connecticut,0
VA,118,408,0,0,0,189.3,119,32.18,233.5,112,19.85,270.9,104,12.19,10.0,1,2.7,2,37.431573,-78.656894,Virginia,0
WV,80,415,0,1,38,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,9.5,10,2.57,2,38.597626,-80.454903,West Virginia,0
ND,84,408,0,1,38,193.0,106,32.81,153.6,106,13.06,260.4,87,11.72,7.4,5,2.0,2,47.551493,-101.002012,North Dakota,0
IA,52,408,0,0,0,191.9,108,32.62,269.8,96,22.93,236.8,87,10.66,7.8,5,2.11,3,41.878003,-93.097702,Iowa,0
TX,50,510,0,0,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,31.968599,-99.901813,Texas,0
VT,99,408,0,1,19,87.7,103,14.91,223.0,86,18.96,182.3,112,8.2,7.3,4,1.97,2,44.55880300000001,-72.577841,Vermont,0
NV,144,415,1,0,0,150.0,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0,38.80261,-116.419389,Nevada,0
NC,190,408,0,0,0,182.2,101,30.97,212.3,95,18.05,233.0,123,10.49,9.3,4,2.51,2,35.759573,-79.0193,North Carolina,0
NH,146,510,0,0,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1,43.193852,-71.572395,New Hampshire,0
MD,116,408,0,0,0,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,2,2.62,6,39.045755,-76.641271,Maryland,1
WV,145,415,0,0,0,129.4,97,22.0,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2,38.597626,-80.454903,West Virginia,0
UT,4,510,1,0,0,145.3,89,24.7,303.8,93,25.82,206.1,82,9.27,8.9,4,2.4,0,39.32098,-111.093731,Utah,0
WI,184,408,0,1,12,200.3,76,34.05,253.6,105,21.56,149.3,93,6.72,10.2,5,2.75,0,43.78444,-88.787868,Wisconsin,0
UT,96,415,0,0,0,160.2,117,27.23,267.5,67,22.74,228.5,68,10.28,9.3,5,2.51,2,39.32098,-111.093731,Utah,0
VA,127,408,0,1,25,173.0,91,29.41,245.8,64,20.89,300.0,99,13.5,4.8,3,1.3,0,37.431573,-78.656894,Virginia,0
LA,128,415,0,0,0,148.5,105,25.25,243.0,106,20.66,255.2,114,11.48,6.8,2,1.84,1,31.244823,-92.145024,Louisiana,0
OH,102,415,0,0,0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12.0,4,3.24,0,40.417287,-82.907123,Ohio,0
ID,82,510,0,1,34,232.6,121,39.54,153.2,115,13.02,286.7,77,12.9,4.7,3,1.27,3,44.068202,-114.742041,Idaho,0
AZ,86,408,0,1,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,34.048928000000004,-111.093731,Arizona,0
WY,104,415,0,0,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,43.075968,-107.290284,Wyoming,0
CT,99,415,0,0,0,146.7,64,24.94,274.0,99,23.29,321.3,98,14.46,8.9,1,2.4,3,41.60322100000001,-73.087749,Connecticut,0
MT,185,408,0,1,29,151.1,121,25.69,244.7,88,20.8,154.4,91,6.95,13.8,2,3.73,2,46.879682,-110.362566,Montana,0
WI,100,510,0,1,38,224.7,121,38.2,294.0,131,24.99,290.0,61,13.05,9.8,6,2.65,0,43.78444,-88.787868,Wisconsin,0
AR,57,510,0,0,0,192.8,68,32.78,158.0,86,13.43,235.5,105,10.6,12.7,6,3.43,1,35.20105,-91.831833,Arkansas,0
NE,194,408,0,0,0,48.4,101,8.23,281.1,138,23.89,218.5,87,9.83,18.2,1,4.91,1,41.492537,-99.901813,Nebraska,0
AL,181,415,0,1,27,190.3,93,32.35,249.0,127,21.17,215.7,82,9.71,10.6,4,2.86,1,32.318231,-86.902298,Alabama,0
CO,103,415,0,1,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,39.550051,-105.782067,Colorado,0
OH,149,408,0,0,0,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08,2,40.417287,-82.907123,Ohio,0
CT,94,415,0,0,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13.0,1,3.51,1,41.60322100000001,-73.087749,Connecticut,0
SC,101,415,0,0,0,158.4,92,26.93,188.0,117,15.98,219.7,125,9.89,13.5,4,3.65,4,33.836081,-81.163725,South Carolina,1
OH,169,408,0,0,0,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94,3,40.417287,-82.907123,Ohio,0
NM,153,408,0,0,0,185.3,127,31.5,208.0,73,17.68,206.1,124,9.27,15.1,3,4.08,1,34.97273,-105.032363,New Mexico,0
VT,101,415,0,0,0,153.8,89,26.15,234.0,89,19.89,196.3,77,8.83,11.6,2,3.13,4,44.55880300000001,-72.577841,Vermont,0
NE,148,415,0,0,0,178.3,98,30.31,282.6,110,24.02,181.0,98,8.15,11.4,4,3.08,1,41.492537,-99.901813,Nebraska,0
AZ,63,415,0,0,0,58.9,125,10.01,169.6,59,14.42,211.4,88,9.51,9.4,3,2.54,1,34.048928000000004,-111.093731,Arizona,0
WA,45,510,0,0,0,78.6,106,13.36,187.3,110,15.92,184.2,111,8.29,7.4,5,2.0,1,47.751074,-120.740139,Washington,1
WI,101,415,0,0,0,248.6,102,42.26,174.9,93,14.87,207.2,86,9.32,6.1,3,1.65,3,43.78444,-88.787868,Wisconsin,0
WY,215,510,0,0,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,43.075968,-107.290284,Wyoming,0
OK,110,510,0,0,0,188.0,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,35.007752,-97.092877,Oklahoma,0
AZ,100,510,0,0,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14.0,8,3.78,0,34.048928000000004,-111.093731,Arizona,0
ME,175,415,0,0,0,132.0,95,22.44,231.2,74,19.65,313.4,108,14.1,8.7,10,2.35,1,45.253783,-69.44546899999999,Maine,0
IL,101,415,0,0,0,124.8,66,21.22,257.2,85,21.86,193.2,115,8.69,13.4,4,3.62,0,40.633125,-89.398528,Illinois,0
WI,129,415,0,1,37,205.0,94,34.85,165.4,103,14.06,185.0,81,8.32,11.7,8,3.16,1,43.78444,-88.787868,Wisconsin,0
DC,66,415,0,0,0,167.3,91,28.44,230.0,68,19.55,191.7,118,8.63,10.6,5,2.86,1,38.905985,-77.03341800000003,District of Columbia,1
AK,177,415,1,0,0,248.7,118,42.28,172.3,73,14.65,191.9,87,8.64,11.3,2,3.05,1,63.588753,-154.493062,Alaska,1
FL,103,415,0,0,0,158.7,90,26.98,198.4,117,16.86,181.1,76,8.15,10.5,4,2.84,1,27.664827,-81.515754,Florida,0
MI,112,510,0,0,0,243.4,77,41.38,182.1,97,15.48,259.2,94,11.66,12.8,2,3.46,1,44.314844,-85.602364,Michigan,0
WA,55,408,0,0,0,285.7,124,48.57,230.9,106,19.63,230.7,140,10.38,14.8,7,4.0,0,47.751074,-120.740139,Washington,1
NV,102,415,0,0,0,144.4,87,24.55,266.5,128,22.65,217.6,59,9.79,7.1,7,1.92,0,38.80261,-116.419389,Nevada,0
AZ,68,415,0,0,0,232.4,76,39.51,153.3,103,13.03,214.6,107,9.66,10.5,2,2.84,1,34.048928000000004,-111.093731,Arizona,0
MD,147,408,0,0,0,274.0,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,39.045755,-76.641271,Maryland,1
NJ,138,408,0,0,0,241.8,93,41.11,170.5,83,14.49,295.3,104,13.29,11.8,7,3.19,3,40.058324,-74.405661,New Jersey,0
VA,113,415,0,1,23,149.0,104,25.33,235.8,67,20.04,201.8,76,9.08,9.5,5,2.57,4,37.431573,-78.656894,Virginia,0
KY,55,415,0,1,28,105.3,82,17.9,197.4,109,16.78,187.5,91,8.44,8.6,6,2.32,2,37.839333,-84.27001800000002,Kentucky,0
WY,95,415,0,1,39,260.8,130,44.34,213.4,111,18.14,195.6,97,8.8,10.1,5,2.73,1,43.075968,-107.290284,Wyoming,0
VA,153,510,0,0,0,195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,11.6,6,3.13,1,37.431573,-78.656894,Virginia,0
CO,71,415,0,0,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,39.550051,-105.782067,Colorado,0
HI,118,415,0,0,0,253.2,122,43.04,201.0,78,17.09,195.3,108,8.79,9.7,7,2.62,2,19.898682,-155.66585700000005,Hawaii,0
OH,84,408,1,0,0,299.4,71,50.9,61.9,88,5.26,196.9,89,8.86,6.6,7,1.78,2,40.417287,-82.907123,Ohio,0
WI,140,415,0,0,0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,43.78444,-88.787868,Wisconsin,0
OR,101,415,0,0,0,118.6,89,20.16,199.6,97,16.97,53.3,61,2.4,11.5,5,3.11,1,43.804133,-120.554201,Oregon,0
WI,107,408,0,0,0,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,7.3,3,1.97,3,43.78444,-88.787868,Wisconsin,0
FL,144,415,0,1,51,283.9,98,48.26,192.0,109,16.32,196.3,85,8.83,10.0,4,2.7,1,27.664827,-81.515754,Florida,0
NE,174,415,0,0,0,124.3,76,21.13,277.1,112,23.55,250.7,115,11.28,15.5,5,4.19,3,41.492537,-99.901813,Nebraska,0
OR,53,415,0,0,0,184.8,98,31.42,216.4,125,18.39,141.1,116,6.35,18.4,3,4.97,2,43.804133,-120.554201,Oregon,0
OK,46,415,0,0,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,1,35.007752,-97.092877,Oklahoma,0
WV,63,510,0,0,0,261.8,69,44.51,245.0,135,20.83,202.1,94,9.09,14.7,4,3.97,0,38.597626,-80.454903,West Virginia,1
ME,193,415,0,1,31,71.2,58,12.1,124.7,105,10.6,155.5,108,7.0,11.7,3,3.16,0,45.253783,-69.44546899999999,Maine,0
MS,43,510,0,0,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,32.354668,-89.398528,Mississippi,0
MT,74,415,0,0,0,162.7,102,27.66,292.0,105,24.82,183.3,80,8.25,8.7,6,2.35,0,46.879682,-110.362566,Montana,0
ND,180,415,0,0,0,224.9,105,38.23,250.0,101,21.25,216.1,73,9.72,6.7,5,1.81,3,47.551493,-101.002012,North Dakota,1
AK,76,415,0,0,0,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,6,1.57,1,63.588753,-154.493062,Alaska,0
SD,163,415,1,0,0,197.2,90,33.52,188.5,113,16.02,211.1,94,9.5,7.8,8,2.11,1,43.969515,-99.901813,South Dakota,0
TN,127,415,0,1,28,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08,1,35.517491,-86.58044699999998,Tennessee,0
GA,76,408,0,0,0,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,3,2.27,0,32.157435,-82.907123,Georgia,0
ID,103,415,0,0,0,70.9,134,12.05,134.5,112,11.43,168.8,164,7.6,12.0,6,3.24,2,44.068202,-114.742041,Idaho,0
LA,128,415,0,0,0,147.7,94,25.11,283.3,83,24.08,188.3,124,8.47,6.9,5,1.86,2,31.244823,-92.145024,Louisiana,0
TN,88,415,0,0,0,181.5,116,30.86,187.0,119,15.9,220.3,96,9.91,10.5,7,2.84,1,35.517491,-86.58044699999998,Tennessee,0
MD,90,415,0,0,0,145.6,103,24.75,197.1,137,16.75,294.5,83,13.25,10.5,4,2.84,0,39.045755,-76.641271,Maryland,0
IN,100,510,0,0,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0,40.551217,-85.602364,Indiana,0
PA,53,415,0,0,0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3,41.203322,-77.194525,Pennsylvania,0
RI,73,415,0,0,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3.0,2,41.580095,-71.477429,Rhode Island,0
TN,123,415,0,1,34,305.2,80,51.88,156.5,109,13.3,280.0,81,12.6,13.2,7,3.56,1,35.517491,-86.58044699999998,Tennessee,0
AZ,100,415,0,1,26,153.7,115,26.13,137.8,146,11.71,213.5,104,9.61,15.9,5,4.29,1,34.048928000000004,-111.093731,Arizona,0
IL,148,408,0,1,25,230.7,102,39.22,233.8,109,19.87,215.8,90,9.71,13.5,2,3.65,3,40.633125,-89.398528,Illinois,0
MS,38,415,0,1,25,142.4,106,24.21,313.7,109,26.66,126.6,117,5.7,13.4,6,3.62,2,32.354668,-89.398528,Mississippi,0
OH,94,510,0,0,0,194.1,62,33.0,227.2,54,19.31,190.4,115,8.57,15.3,4,4.13,1,40.417287,-82.907123,Ohio,0
UT,112,415,0,0,0,115.8,108,19.69,243.3,111,20.68,184.6,78,8.31,13.1,5,3.54,1,39.32098,-111.093731,Utah,0
AZ,60,415,0,0,0,98.2,88,16.69,180.5,69,15.34,223.6,69,10.06,9.3,2,2.51,2,34.048928000000004,-111.093731,Arizona,0
WY,113,510,0,0,0,155.0,93,26.35,330.6,106,28.1,189.4,123,8.52,13.5,3,3.65,1,43.075968,-107.290284,Wyoming,0
UT,104,408,0,0,0,263.4,101,44.78,235.5,117,20.02,102.0,146,4.59,13.0,4,3.51,0,39.32098,-111.093731,Utah,0
KS,127,415,0,0,0,221.0,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,39.011902,-98.484246,Kansas,0
CO,74,415,0,0,0,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2,39.550051,-105.782067,Colorado,0
KY,112,415,0,0,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,6,3.02,0,37.839333,-84.27001800000002,Kentucky,0
MD,166,415,0,0,0,136.1,116,23.14,181.4,93,15.42,131.4,108,5.91,11.3,4,3.05,0,39.045755,-76.641271,Maryland,0
MI,36,510,0,1,29,281.4,102,47.84,202.2,76,17.19,187.2,113,8.42,9.0,6,2.43,2,44.314844,-85.602364,Michigan,0
KS,166,415,1,1,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1,39.011902,-98.484246,Kansas,0
MO,61,408,0,0,0,45.0,108,7.65,151.3,74,12.86,152.9,94,6.88,9.8,6,2.65,2,37.964253,-91.831833,Missouri,0
AR,76,408,0,0,0,107.3,140,18.24,238.2,133,20.25,271.8,116,12.23,10.0,3,2.7,4,35.20105,-91.831833,Arkansas,1
KY,66,510,0,1,33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3,37.839333,-84.27001800000002,Kentucky,0
MO,86,415,0,0,0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0,37.964253,-91.831833,Missouri,0
WV,23,510,0,1,31,156.6,84,26.62,161.5,96,13.73,294.6,107,13.26,9.4,6,2.54,1,38.597626,-80.454903,West Virginia,0
WA,76,510,1,0,0,246.8,110,41.96,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,0,47.751074,-120.740139,Washington,1
MT,184,415,0,0,0,236.4,73,40.19,287.3,120,24.42,192.0,94,8.64,13.8,4,3.73,1,46.879682,-110.362566,Montana,1
WV,191,408,0,0,0,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,38.597626,-80.454903,West Virginia,0
MI,91,408,0,0,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,44.314844,-85.602364,Michigan,0
IL,98,510,1,0,0,158.4,71,26.93,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57,1,40.633125,-89.398528,Illinois,0
NV,3,510,0,1,27,67.4,116,11.46,244.0,78,20.74,281.1,93,12.65,11.4,2,3.08,2,38.80261,-116.419389,Nevada,0
MN,81,415,0,0,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,46.729553,-94.6859,Minnesota,0
HI,131,415,0,1,30,174.0,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,19.898682,-155.66585700000005,Hawaii,0
LA,111,415,0,1,28,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,31.244823,-92.145024,Louisiana,0
CO,192,415,0,0,0,185.0,88,31.45,224.9,98,19.12,212.4,105,9.56,11.4,3,3.08,2,39.550051,-105.782067,Colorado,0
LA,27,408,0,0,0,82.6,105,14.04,204.0,99,17.34,224.2,122,10.09,9.1,4,2.46,1,31.244823,-92.145024,Louisiana,0
LA,81,415,0,1,36,115.9,120,19.7,236.6,95,20.11,255.0,90,11.48,11.7,6,3.16,3,31.244823,-92.145024,Louisiana,0
IN,168,415,0,0,0,183.2,131,31.14,179.2,73,15.23,292.8,100,13.18,9.9,5,2.67,2,40.551217,-85.602364,Indiana,0
ID,151,415,0,0,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0,44.068202,-114.742041,Idaho,0
FL,102,408,0,1,29,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0,27.664827,-81.515754,Florida,0
ME,116,510,0,0,0,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,2,45.253783,-69.44546899999999,Maine,0
MO,112,415,0,0,0,335.5,77,57.04,212.5,109,18.06,265.0,132,11.93,12.7,8,3.43,2,37.964253,-91.831833,Missouri,1
ND,70,415,0,1,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,47.551493,-101.002012,North Dakota,0
IA,40,510,0,0,0,169.7,115,28.85,141.4,123,12.02,253.0,115,11.39,10.5,3,2.84,4,41.878003,-93.097702,Iowa,1
GA,133,510,0,0,0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,32.157435,-82.907123,Georgia,0
OR,76,415,0,0,0,169.5,77,28.82,124.0,87,10.54,219.4,92,9.87,10.0,3,2.7,0,43.804133,-120.554201,Oregon,0
OR,134,415,0,1,50,208.8,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,4,3.0,2,43.804133,-120.554201,Oregon,0
FL,116,510,0,0,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,27.664827,-81.515754,Florida,0
AR,127,415,1,0,0,143.2,60,24.34,179.5,159,15.26,171.8,122,7.73,6.2,4,1.67,4,35.20105,-91.831833,Arkansas,1
AK,61,415,0,1,15,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,10.0,3,2.7,2,63.588753,-154.493062,Alaska,0
NE,131,408,0,1,36,214.2,115,36.41,161.7,117,13.74,264.7,102,11.91,9.5,4,2.57,3,41.492537,-99.901813,Nebraska,0
MS,121,415,0,1,21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1,32.354668,-89.398528,Mississippi,0
MI,53,415,0,0,0,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,6,3.13,3,44.314844,-85.602364,Michigan,0
NC,76,510,0,0,0,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10.0,4,2.7,1,35.759573,-79.0193,North Carolina,0
CO,159,408,1,0,0,257.1,53,43.71,312.2,127,26.54,183.0,82,8.24,8.8,6,2.38,1,39.550051,-105.782067,Colorado,1
OH,75,510,0,1,27,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3,40.417287,-82.907123,Ohio,0
WV,94,415,0,1,28,92.7,107,15.76,127.8,86,10.86,225.6,86,10.15,9.9,4,2.67,3,38.597626,-80.454903,West Virginia,0
ME,165,408,0,0,0,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,1,45.253783,-69.44546899999999,Maine,0
WY,160,408,0,0,0,82.7,116,14.06,194.6,95,16.54,159.0,54,7.15,10.9,9,2.94,0,43.075968,-107.290284,Wyoming,0
MS,140,408,0,0,0,162.6,98,27.64,206.2,109,17.53,141.6,66,6.37,8.2,2,2.21,1,32.354668,-89.398528,Mississippi,0
MD,107,415,0,0,0,294.9,71,50.13,192.8,78,16.39,148.1,87,6.66,13.2,5,3.56,1,39.045755,-76.641271,Maryland,1
SC,149,415,0,1,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,33.836081,-81.163725,South Carolina,0
DE,92,415,0,0,0,197.0,84,33.49,269.3,105,22.89,158.9,105,7.15,10.8,4,2.92,1,38.910832,-75.52767,Delaware,0
IL,142,415,0,0,0,84.8,95,14.42,136.7,63,11.62,250.5,148,11.27,14.2,6,3.83,2,40.633125,-89.398528,Illinois,0
MN,95,408,0,1,32,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,0,46.729553,-94.6859,Minnesota,0
ND,132,510,0,0,0,163.2,80,27.74,167.6,90,14.25,87.5,90,3.94,6.2,10,1.67,1,47.551493,-101.002012,North Dakota,0
MA,79,415,0,0,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,42.407211,-71.382437,Massachusetts,0
KY,71,510,0,1,22,141.4,107,24.04,163.0,105,13.86,220.0,99,9.9,5.6,3,1.51,2,37.839333,-84.27001800000002,Kentucky,0
NM,188,415,1,1,26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1,34.97273,-105.032363,New Mexico,1
AK,115,415,0,0,0,210.6,120,35.8,153.1,84,13.01,262.2,79,11.8,11.0,5,2.97,0,63.588753,-154.493062,Alaska,0
AK,36,408,0,1,30,146.3,128,24.87,162.5,80,13.81,129.3,109,5.82,14.5,6,3.92,0,63.588753,-154.493062,Alaska,0
KY,107,415,0,0,0,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27,1,37.839333,-84.27001800000002,Kentucky,0
VT,125,415,0,0,0,126.7,113,21.54,155.5,131,13.22,206.2,112,9.28,14.4,7,3.89,2,44.55880300000001,-72.577841,Vermont,0
NJ,46,408,0,0,0,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,2,40.058324,-74.405661,New Jersey,1
VT,101,415,0,0,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,44.55880300000001,-72.577841,Vermont,0
VT,100,408,1,0,0,219.4,112,37.3,225.7,102,19.18,255.3,95,11.49,12.0,4,3.24,4,44.55880300000001,-72.577841,Vermont,0
CT,74,510,0,0,0,203.8,77,34.65,205.1,111,17.43,154.9,109,6.97,9.0,2,2.43,1,41.60322100000001,-73.087749,Connecticut,0
WA,82,510,0,0,0,265.2,122,45.08,178.7,102,15.19,174.7,90,7.86,10.7,9,2.89,2,47.751074,-120.740139,Washington,0
AK,78,408,0,0,0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,63.588753,-154.493062,Alaska,0
ID,193,415,0,0,0,96.8,92,16.46,142.6,103,12.12,210.1,115,9.45,10.9,5,2.94,2,44.068202,-114.742041,Idaho,1
NH,37,415,0,0,0,206.0,89,35.02,186.0,88,15.81,307.1,86,13.82,8.4,11,2.27,0,43.193852,-71.572395,New Hampshire,0
CO,23,408,0,0,0,190.2,89,32.33,166.4,108,14.14,219.8,73,9.89,15.0,4,4.05,6,39.550051,-105.782067,Colorado,0
GA,135,415,0,1,22,197.1,113,33.51,259.4,95,22.05,134.7,135,6.06,14.6,5,3.94,2,32.157435,-82.907123,Georgia,0
TX,38,510,0,0,0,149.0,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,31.968599,-99.901813,Texas,0
UT,91,510,0,0,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,39.32098,-111.093731,Utah,0
ID,68,510,0,1,30,122.9,93,20.89,233.5,91,19.85,199.5,144,8.98,9.6,2,2.59,2,44.068202,-114.742041,Idaho,0
